title,label,Price,officialDate,url,BetTimeStamp,week
Handicap – Game,-1.5,1.684,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,+2.0,2.200,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,-2.0,1.724,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,+2.5,2.130,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,-2.5,1.775,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,+3.0,1.952,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,-3.0,1.934,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,+3.5,1.793,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,-3.5,2.110,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,+4.0,1.735,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,-4.0,2.180,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,+4.5,1.694,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,-4.5,2.240,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,+5.0,1.662,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,-5.0,2.300,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,+5.5,1.636,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,-5.5,2.340,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,+7.5,1.421,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Handicap – Game,-7.5,2.960,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.951116,
Total – Game,Over 36.5,1.364,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 36.5,3.200,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 40.5,1.632,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 40.5,2.340,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 41,1.680,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 41,2.250,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 41.5,1.729,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 41.5,2.170,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 42,1.781,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 42,2.100,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 42.5,1.840,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 42.5,2.020,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 43,1.917,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 43,1.952,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 43.5,1.980,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 43.5,1.877,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 44,2.050,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 44,1.813,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 44.5,2.120,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 44.5,1.763,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 45,2.200,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 45,1.709,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 45.5,2.280,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 45.5,1.666,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Over 49.5,2.910,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Total – Game,Under 49.5,1.429,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952112,
Team Total – Game,Over 20.5,2.000,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952482,
Team Total – Game,Under 20.5,1.862,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952482,
Team Total – Game,Over 23.5,1.961,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952482,
Team Total – Game,Under 23.5,1.892,2026-01-03,https://www.pinnacle.com/en/football/nfl/carolina-panthers-vs-tampa-bay-buccaneers/1621503970/#all,2025-12-29T09:30:51.952482,
Money Line – Game,Seattle Seahawks,1.952,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.661251,
Money Line – Game,San Francisco 49ers,1.934,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.661251,
Handicap – Game,-3.5,2.530,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+3.5,1.555,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-3.0,2.360,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+3.0,1.628,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-2.5,2.150,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+2.5,1.746,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-2.0,2.090,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+2.0,1.793,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-1.5,2.020,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+1.5,1.854,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-1.0,1.990,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+1.0,1.892,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+1.0,1.877,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-1.0,2.020,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+1.5,1.806,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-1.5,2.090,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+2.0,1.763,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-2.0,2.140,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+2.5,1.729,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-2.5,2.180,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+3.0,1.617,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-3.0,2.380,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+3.5,1.552,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-3.5,2.530,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,+7.5,1.302,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Handicap – Game,-7.5,3.620,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.662404,
Total – Game,Over 42.5,1.357,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 42.5,3.240,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 47,1.632,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 47,2.340,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 47.5,1.675,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 47.5,2.260,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 48,1.724,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 48,2.170,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 48.5,1.775,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 48.5,2.100,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 49,1.833,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 49,2.020,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 49.5,1.909,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 49.5,1.961,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 50,1.970,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 50,1.877,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 50.5,2.050,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 50.5,1.819,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 51,2.120,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 51,1.763,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 51.5,2.200,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 51.5,1.714,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 52,2.280,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 52,1.666,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Over 56.5,3.100,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Total – Game,Under 56.5,1.384,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663460,
Team Total – Game,Over 23.5,1.719,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663927,
Team Total – Game,Under 23.5,2.180,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663927,
Team Total – Game,Over 24.5,1.961,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663927,
Team Total – Game,Under 24.5,1.892,2026-01-03,https://www.pinnacle.com/en/football/nfl/seattle-seahawks-vs-san-francisco-49ers/1621502554/#all,2025-12-29T09:30:53.663927,
Money Line – Game,Indianapolis Colts,4.920,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.417937,
Money Line – Game,Houston Texans,1.180,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.417937,
Handicap – Game,+3.5,3.170,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-3.5,1.355,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+7.5,2.210,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-7.5,1.684,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+8.0,2.160,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-8.0,1.714,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+8.5,2.110,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-8.5,1.751,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+9.0,2.090,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-9.0,1.775,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+9.5,2.060,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-9.5,1.800,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+10.0,1.970,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-10.0,1.884,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+10.5,1.877,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-10.5,1.961,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+11.0,1.826,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-11.0,2.020,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+11.5,1.781,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-11.5,2.070,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+12.0,1.746,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-12.0,2.120,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+12.5,1.719,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-12.5,2.160,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,+17.5,1.381,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Handicap – Game,-17.5,3.040,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.418947,
Total – Game,Over 33.5,1.393,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 33.5,3.010,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 37.5,1.625,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 37.5,2.330,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 38,1.666,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 38,2.250,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 38.5,1.714,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 38.5,2.170,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 39,1.769,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 39,2.090,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 39.5,1.826,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 39.5,2.020,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 40,1.900,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 40,1.952,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 40.5,1.961,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 40.5,1.877,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 41,2.030,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 41,1.813,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 41.5,2.100,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
